id;original_song_name;original_artists_name;song_name;artists_names
6tUo1BHlhsIgE627kPG3w5;splash (remix);dark polo gang feat. guè pequeno & luchè;Splash (feat. Guè Pequeno & Luchè) - RMX;['Dark Polo Gang', 'Guè Pequeno', 'Luche']
4Bm3bkhY4MfTCdzI7CM4lE;gang shit (remix);dark polo gang feat. gashi & capo plaza;Gang Shit (feat. GASHI & Capo Plaza) - RMX;['Dark Polo Gang', 'GASHI', 'Capo Plaza']
7gFYi3qFES6vExu9i1ogRF;se mi perdo altrove;coco feat. ernia & mecna;Se Mi Perdo Altrove (feat. Ernia & Mecna);['CoCo', 'Ernia', 'Mecna']
7DcvwMAiqKJQD1rrdfxSDx;the london;young thug feat. j. cole & travis scott;The London (feat. J. Cole & Travis Scott);['Young Thug', 'J. Cole', 'Travis Scott']
6GIRtKNXokeu25nn7U6Hu8;easier;5 seconds of summer;Easier - Seeb Remix;['5 Seconds of Summer', 'Seeb']
5XM7tx8ovQ9UrYqUowW1AK;dove e quando;benji & fede;Dove e quando;['Benji & Fede', 'B3N', 'Federico Rossi']
5UwIwhQxoCAoZl7vlMvYy4;buona (cattiva) sorte;tiziano ferro;Buona (Cattiva) Sorte;['Tiziano Ferro']
7bBIBrSmHvdMlTC7b9p8Vq;playa;baby k;Playa;['Baby K']
5PYQUBXc7NYeI1obMKSJK0;never really over;katy perry;Never Really Over;['Katy Perry']
5t3t82BtfDCiDezxpJChUn;tijuana;emis killa;Tijuana;['Emis Killa']
4qGuWcHRRqp429G1vJc4IF;montenapo;guè pequeno feat. lazza;Montenapo (feat. Lazza);['Guè Pequeno', 'Lazza']
2acUkB05GgLAl0mGPJyngy;drip;drefgold;Drip;['DrefGold']
6swHvavSroD4ur3Q18MjYz;una volta ancora;fred de palma feat. ana mena;Una volta ancora (feat. Ana Mena);['Fred De Palma', 'Ana Mena']
2WyRfGeHo97VC5mP1BBSzr;mother's daughter;miley cyrus;Mother's Daughter;['Miley Cyrus']
2CeNV8H7HI0AJQapBsMgpU;due punti;calcutta;Enganchados 2: Corazón, Olvídalo, Rendida a Tus Pies, Corazón Valiente, Fuiste, Que Te Duela, Esa Chiquilla, Chiquilla Bonita;['FM & Silvina', 'Danielle', 'Los Puntos', 'Los Balcazares']
6hXDNpKmaGsvRwv5LiX5gW;tócame;elettra lamborghini & childsplay feat. pitbull;Maestro Tócame;['Ericson Alexander Molano']
0T8P86fvSK8kCUJFYPZbIH;si se da;myke towers & farruko;All Signs Point To Lauderdale;['A Day To Remember']
0Y2JtA69bLxdtc9dJwjHaD;veleno 7;gemitaiz & madman;L'uomo più velenoso del cobra 7;"[""Edda Dell'Orso"", 'Stelvio Cipriani']"
6vH9EKZ3HYAigphODuoYlX;elisir;tedua & chris nolan;Elisir;"[""Gigi D'Agostino""]"
0uqdQIEIHXt3Wa0WCctfbC;mambo salentino;boomdabash feat. alessandra amoroso;Mambo Salentino (feat. Alessandra Amoroso);['Boomdabash', 'Alessandra Amoroso']
6Rg0AJvt1xa4hR2QH2fUhb;sorriso (milano dateo);calcutta;Sorriso (Milano Dateo);['Calcutta ']
34Jnbbi34tPtYdutY5Pd6G;look back at it;a boogie wit da hoodie feat. capo plaza;Look Back at It (feat. CAPO PLAZA);['A Boogie Wit da Hoodie', 'Capo Plaza']
0vrmHPfoBadXVr2n0m1aqZ;heaven;avicii;Heaven;['Avicii']
3HoYNJMxEgTLKiMXjXeHjs;nuova era;jovanotti;Nuova Era (with Dardust);['Jovanotti']
2NsMwNWumJXCdTg2IZCLZ5;lento;boro boro feat. mambolosco;Lento;['Julieta Venegas']
7G1E2KeXXJsFR6oHrxdEyF;pazzo di te;mecna & sick luke;Vaco pazzo pe te;['Franco Ricciardi']
3DsLBZjoU5AYxZXsepHtsW;la libertad;alvaro soler;La Libertad;['Alvaro Soler']
0CuAvao3uDcSN73qWNJ2OQ;juice;lizzo;Boys - Juice Boys Remix;['Lizzo', 'Juice Boys']
3qBtltssunsFuzn6DxXI0b;margarita;elodie;Margarita (con Marracash);['Elodie', 'Marracash']
6stctriNY7UC7KyHcG7ZBH;corazón morado;elettra lamborghini feat. sfera ebbasta;Corazón Morado (feat. Sfera Ebbasta);['Elettra Lamborghini', 'Sfera Ebbasta']
3fsalArvHxFixTCmxqLreg;fanfare;elettra lamborghini feat. gué pequeno;Fanfare (feat. Guè Pequeno);['Elettra Lamborghini', 'Guè Pequeno']
2O2wjjBU0BB0OOA3dCOOfr;parliamo;luchè;Parliamo;['Luche']
6osaMSJh9NguagEDQcZaKx;loco contigo;dj snake & j. balvin feat. tyga;Loco Contigo (feat. J. Balvin & Tyga);['DJ Snake', 'J Balvin', 'Tyga']
7Bjf96uNizpvXLvNyOJpst;you need to calm down;taylor swift;You Need To Calm Down - Clean Bandit Remix;['Taylor Swift', 'Clean Bandit']
3XABmbjwQxDkU5Pp9zc7MF;otro trago;sech feat. darell;Otro Trago;['Banda La Chacaloza De Jerez Zacatecas']
5NricXHb85eX6lZxQBgEQu;luna e sole;zoda;LUNA E SOLE - prod Low Kidd;['Zoda']
3FGU19VhodS1rtCnVfHR8l;señorita;shawn mendes & camila cabello;Señorita;['Shawn Mendes', 'Camila Cabello']
2bN0p91LZmBKmgmpIGu5RI;so cosa fare;capo plaza;So cosa fare;['Capo Plaza']
2QeCyjLDJ6qDJsCyofrEW9;polynesia;gazzelle;Polynesia;['Gazzelle']
443cnFF139Ql85enXOTWEu;la hit dell'estate;shade;La hit dell'estate;['Shade']
4h4WKGpUd9AHq9Z2DnBIzS;niente photo;gué pequeno;Niente Photo;['Guè Pequeno']
0ogzCVU4ANTWTOI25Ox4jl;bamba;gué pequeno;Bamba;['Guè Pequeno']
3M9lPHq5TbEv6RIxIUMxlJ;hasta la vista;ghali;Hasta la vista;['Ghali']
143xRgiJanPo2U5RIZQdqh;turbococco;ghali;Turbococco;['Ghali']
1EwRMgWXS9U8Oet39tlYwY;cin cin;alfa & yanomi;"So This Is Love - From ""Cinderella""";['Ilene Woods', 'Mike Douglas']
5P7eGyLld6VhBrCk2hyRQC;maledetto;gué pequeno;Maledetto;['Guè Pequeno']
2uZVfvOK7MTjBTRICYmpso;birds;imagine dragons feat. elisa;Birds (feat. Elisa);['Imagine Dragons', 'Elisa']
6oDAlwyZAHxi47aAJ6Kvw7;quel sorriso in volto;modà;Quel sorriso in volto;['Modà']
4dfa2dXZSsvIv9enJDZIKc;president rolly;gué pequeno feat. farid bang;President Rolly (feat. Farid Bang);['Guè Pequeno', 'Farid Bang']
5LPjxQ3KUKgk7tsAi1uNqf;rip;side baby;Rip;['Side Baby']
4oPnxZzoc8HM5Pva4FDeIp;te soñé de nuevo;ozuna;Te Soñé de Nuevo;['Ozuna']
4MhkGqhZGACYRYtxhfibCj;da solo;jamil;Da solo;['Jamil']
4evmHXcjt3bTUHD1cvny97;beautiful people;ed sheeran feat. khalid;Beautiful People (feat. Khalid);['Ed Sheeran', 'Khalid']
34RaVshrBXIINSVrIzW47P;6 del mattino;jake la furia feat. brancar;6 del mattino (feat. Brancar);['Jake La Furia', 'Brancar']
7D9C48Lk9jletQ1se2hWjF;puertosol;vegas jones;Puertosol;['Vegas Jones']
3kyOT2BqhCD7qEplAlcvub;qué pretendes;j balvin & bad bunny;QUE PRETENDES;['J Balvin', 'Bad Bunny']
2kzQtfKA2MUk28PHLkijOJ;callaita;bad bunny & tainy;Callaita;['Carlito Flores']
3eVeiXu4627YWcZuA8LMrN;lo stretto necessario;levante & carmen consoli;Lettera (Lo Stretto Necessario);['Madreblu']
0nFCpnM7nistUWXRZpzOWM;ho paura di uscire 2;machete, salmo & lazza;HO PAURA DI USCIRE 2 - prod. Mace;['MACHETE', 'Salmo', 'Lazza']
0VU34EBWTAlHVIZE3aWlZA;yoshi;machete, dani faiv & tha supreme feat. fabri fibra;YOSHI (feat. tha Supreme, Fabri Fibra & Capo Plaza) - prod. Strage [Remix];['MACHETE', 'Dani Faiv', 'J Balvin', 'tha Supreme', 'Fabri Fibra', 'Capo Plaza']
6W9qlK35v4OBOnmqIrPolv;marylean;machete, salmo & nitro feat. marracash;Marylean;['Edy Shine']
4gvFs5qAnwIO7DdZcUkfVz;star wars;machete, fabri fibra & massimo pericolo;Star Wars - Techno Mix;['Space Track']
5nFX29WZIulql4m4ic0KRw;mammastomale;machete, gemitaiz & izi feat. salmo;MAMMASTOMALE (feat. Salmo) - prod. Dade;['MACHETE', 'Gemitaiz', 'Izi', 'Salmo']
3NJzkMApQqAudLSgYb5Bz2;no way;machete, tedua & tha supreme feat. nitro;Operator (That's Not the Way It Feels);['Jim Croce']
5bvru2a391wsohgTFWoTK2;bud spencer;machete, salmo & lazza;What I'll Do (Buddy Haut Den Lukas);['Oliver Onions']
7lQWRAjyhTpCWFC0jmclT4;gang!;machete, salmo & hell raton;Gangsta's Paradise;['Coolio', 'L.V.']
2nKUtJ6G05qVViRaXkXWQZ;doppiogang;machete & tha supreme;DOPPIOGANG - prod. tha Supreme;['MACHETE', 'tha Supreme']
6b6IMqP565TbtFFZg9iFf3;sugar;machete, salmo & lazza;I Can't Help Myself (Sugar Pie, Honey Bunch);['Four Tops']
4Xs9c72c3XktLNBn2wAsyo;walter walzer;machete, dani faiv & shiva;Walter der Rose;"['Die Zwei', 'Peter Sebastian', ""Gino D'Oro""]"
7ie4FrP174mREuo5uhlzmP;fqcmp;machete, dani faiv & nitro feat. salmo;FQCMP (feat. Salmo) - prod. Low Kidd;['MACHETE', 'Dani Faiv', 'Nitro', 'Salmo']
0YPuvAjYB8541AadLXgeJz;ken shiro;machete & nitro;Ken Shiro;['Marlon Dede']
0qJLaFG3t2oVA0FuZ7USDY;goku;machete, ghali & sick luke;Kid Goku;['Maitro']
1Va4zVwuOgQ7DTNXkiO79l;machete bo$$;machete, dani faiv & jack the smoker feat. nitro;My Machete;['Tsunami Bomb']
2eJzHNgPmr8qZ1yyycgiTh;orange gulf;machete, dani faiv & salmo feat. jack the smoker;Orange Beach & Gulf Shores;['Best Restaurants Guide']
3FcufFKC7OT3CFQyC9BgUQ;skit freestyle;machete, jack the smoker & nitro;Afro - Freestyle Skit;['Erykah Badu']
0t3ZvGKlmYmVsDzBJAXK8C;goodbyes;post malone feat. young thug;Goodbyes (feat. Young Thug);['Post Malone', 'Young Thug']
1p9E8WC4aTSzArtqdQI1F5;senza pensieri;fabio rovazzi feat. loredana bertè & j-ax;Senza Pensieri (feat. Loredana Bertè & J-AX);['Fabio Rovazzi', 'Loredana Bertè', 'J-AX']
6Tvzf3VEi16JMhAgOwdt2y;birds;imagine dragons;Birds;['Imagine Dragons']
7xFvhQXBg0kwDk65emoTPw;bad guy;billie eilish & justin bieber;Good Girls, Bad Guys;['DMX', 'Dyme']
7mb1IkA4MKjjh8KHSzOEB2;antisocial;ed sheeran & travis scott;Antisocial (with Travis Scott);['Ed Sheeran', 'Travis Scott']
1pPWLAfELypeAmi0bMdEXu;south of the border;ed sheeran feat. camila cabello & cardi b;South of the Border (feat. Camila Cabello & Cardi B);['Ed Sheeran', 'Camila Cabello', 'Cardi B']
1BdmcsFAODQR4x7eiOuRVf;narcos;geolier;Narcos;['Geolier']
6jin465re80co3DeK8hsns;remember the name;ed sheeran feat. eminem & 50 cent;Remember The Name (feat. Eminem & 50 Cent);['Ed Sheeran', 'Eminem', '50 Cent']
7hgyYHFOV2qrSub0hoezte;loco;lele blade;Loco;['Lele Blade']
4dDMgEj5GpBTI1lvVlYPu7;mon fre;shiva feat. emis killa;Mon Fre - feat. Emis Killa;['Shiva', 'Emis Killa']
7cy1bEJV6FCtDaYpsk8aG6;china;anuel aa, daddy yankee & karol g feat. j balvin & ozuna;China Grove;['The Doobie Brothers']
500c6DLy4ag8gFAnkuzTxP;fiori;giaime, andry the hitmaker & lazza;FIORI;['Giaime', 'Andry The Hitmaker', 'Lazza']
6b2RcmUt1g9N9mQ3CbjX2Y;how do you sleep?;sam smith;How Do You Sleep?;['Sam Smith']
3AUyl3eWnwbyN1B5iSFzbJ;chiasso;random & zenit;"Falstaff / Act 2: ""Vien qua"" - ""Che chiasso!""";['Giuseppe Verdi', 'Dorothea Röschmann', 'Daniil Shtoda', 'Enrico Facini', 'Thomas Hampson', 'Anatolij Kotscherga', 'Anthony Mee', 'Berliner Philharmoniker', 'Claudio Abbado']
51Fjme0JiitpyXKuyQiCDo;lalala;y2k & bbno$;Lalala;['Y2K', 'bbno$']
1rKBOL9kJfX1Y4C3QaOvRH;boyfriend;ariana grande & social house;Boyfriend;['Big Time Rush']
2oZagYx3ZyigFqguLrbon9;puertosol golden coast;vegas jones & dani faiv;Puertosol Golden Coast;['Vegas Jones', 'Dani Faiv']
7Feaw9WAEREY0DUOSXJLOM;summer days;martin garrix feat. macklemore & patrick stump of fall out boy;Summer Days (feat. Macklemore & Patrick Stump of Fall Out Boy);['Martin Garrix', 'Macklemore', 'Fall Out Boy']
2dSTPzbZc8KC49YEYRYeRR;ransom (remix);lil tecca & juice wrld;The Ransom;['Escape the Fate']
0QPPHbab19MGovFXM72lzm;yo x ti, tu x mi;rosalía & ozuna;Liên khúc top hits: Can't get you outta my heard - Người tình ơi xin ngủ yên - Cây đàn sinh viên - Khi người đà ông khóc - Tình thôi xót xa 2 - Có quên được đâu - Trái cấm tình yêu - Hold me for a while - Carazon de melao;['Minh Tuyết', 'Diễm Liên', 'Huy Vũ', 'Hạ Vy', 'Johnny Dũng', 'La Sương Sương', 'Minh Chánh', 'Nhật Trung', 'Quỳnh Dao', 'Thanh Trúc', 'Tiến Dũng', 'Tâm Đoan', 'Vina Uyển My']
7xwOv1FJd8iqnCoj3BDjpV;rip rmx;side baby feat. shiva;Rip RMX (feat. Shiva);['Side Baby', 'Shiva']
2nhO53bxPCE57HVbDUfkgg;na na na;holden;The Navigator;['Holden']
4q6Cq4aLWeg3fr6ywhJ9dC;testa tra le nuvole, pt. 1;alfa & yanomi;Testa tra le nuvole, Pt. 1;['Alfa', 'Yanomi']
1dGr1c8CrMLDpV6mPbImSI;lover;taylor swift;Lover;['Taylor Swift']
0Hv33beQ6rSQPnRPlt83O8;diavla;chris viz feat. young vene;Diavla;['Chris Viz', 'Young Vene']
2ZfBxtBCcVvldg799IdAn8;barrio;mahmood;Barrio (feat. Lalo Ebratt);['Mahmood', 'Lalo Ebratt']
5stH9hqpR941AmiJ9tVzrN;non ci sto;shablo, marracash & carl brave;Non Ci Sto (con Marracash & Carl Brave);['Shablo', 'Marracash', 'Carl Brave']
1MtmXPxXP4ntSjfF5xnOyM;pookie;aya nakamura feat. capo plaza;Pookie (feat. Capo Plaza) - Remix;['Aya Nakamura', 'Capo Plaza']
6nUJr7wd4hiPBLjC8Db2Cr;nisciun';rocco hunt feat. geolier;Nisciun' (feat. Geolier);['Rocco Hunt', 'Geolier']
3mrE0pFzyIQqFs3cMUimY4;circles;post malone;Circles - Instrumental;['Post Malone']
0G9rMKBc4l9Knfd1Sw1cdi;buonanotte amò;rocco hunt;Buonanotte Amò;['Rocco Hunt']
3fTvFZyr41XvhCtk4ohywa;se tornerai;rocco hunt feat. neffa;Se Tornerai (feat. Neffa);['Rocco Hunt', 'Neffa']
5ZULALImTm80tzUbYQYM9d;dance monkey;tones and i;Dance Monkey;['Tones And I']
00GxbkrW4m1Tac5xySEJ4M;ti volevo dedicare;rocco hunt feat. j-ax & boomdabash;Ti volevo dedicare (feat. J-AX & Boomdabash);['Rocco Hunt', 'J-AX', 'Boomdabash']
2qS8NRov7B0s5zhF7wzy46;la tua futura ex moglie;willie peyote;La Tua Futura Ex Moglie;['Willie Peyote']
4GSAtTvi7uwdzcEQrGVCuJ;mai più;rocco hunt feat. achille lauro;Mai Più (feat. Achille Lauro);['Rocco Hunt', 'Achille Lauro']
2UsAeEA2JH7kKSOflP23zY;mi ami o no;giaime & andry the hitmaker feat. capo plaza;MI AMI O NO (feat. Capo Plaza);['Giaime', 'Andry The Hitmaker', 'Capo Plaza']
5mn8bU8IjYqr8ZqTDmLtSO;bossoli;shiva;Bossoli;['Shiva']
2n7vHNYmF8G0LnVTi1u7dv;io sono bella;emma;Io Sono Bella;['Emma']
7sWRlDoTDX8geTR8zzr2vt;hollywood's bleeding;post malone;Hollywood's Bleeding;['Post Malone']
7CZyCXKG6d5ALeq41sLzbw;take what you want;post malone feat. ozzy osbourne & travis scott;Take What You Want (feat. Ozzy Osbourne & Travis Scott);['Post Malone', 'Ozzy Osbourne', 'Travis Scott']
05mDaV9Vb3wrzjF6OPZnhq;saint-tropez;post malone;Saint-Tropez;['Post Malone']
1h4AZ86s2CLQ9owJ2CCUtQ;la mia ultima storia;aiello;LA MIA ULTIMA STORIA;['AIELLO']
0Xek5rqai2jcOWCYWJfVCF;enemies;post malone feat. dababy;Enemies (feat. DaBaby);['Post Malone', 'DaBaby']
2C6WXnmZ66tHhHlnvwePiK;die for me;post malone feat. future & halsey;Die For Me (feat. Future & Halsey);['Post Malone', 'Halsey', 'Future']
18dt6tNw8hpNUdthOJf0lI;cracovia, pt. 3;il tre;Cracovia, Pt. 3;['Il Tre']
12Fkyg9lpmaz2zmKOfw2Y2;on the road;post malone feat. meek mill & lil baby;On The Road (feat. Meek Mill & Lil Baby);['Post Malone', 'Meek Mill', 'Lil Baby']
2J0NXdHr6MYvKDSxB7k3V2;a thousand bad times;post malone;A Thousand Bad Times;['Post Malone']
2WUnKA04G91QHMOv5mumSW;tutti con me;junior cally;Tutti con me;['JUNIOR CALLY']
1YscJ7yVTlFxW3eF6pv5ba;allergic;post malone;Allergic;['Post Malone']
6uUpssCxQaQWrlx869314b;street advisor;night skinny feat. noyz narcos, marracash & capo plaza;Street Advisor (feat. Noyz Narcos, Marracash & Capo Plaza);['Night Skinny', 'Noyz Narcos', 'Marracash', 'Capo Plaza']
6oZJl2T2hdHnMYcZR6VJGb;stay away;night skinny feat. ketama126, side baby & franco126;Stay Away (feat. Ketama126, Side Baby & Franco126);['Night Skinny', 'Ketama126', 'Side Baby', 'Franco126']
0hkY6Je3FYVPCCLZNtPKhH;novità;night skinny feat. rkomi, ernia & tedua;Novità (feat. Rkomi, Ernia & Tedua);['Night Skinny', 'Rkomi', 'Ernia', 'Tedua']
3zxZa44T41BWejPmrzY819;attraverso me;night skinny feat. luchè;Attraverso Me (feat. Luchè);['Night Skinny', 'Luche']
4GI7qUGKC1p0BxngJ6CqcW;saluti;night skinny feat. gué pequeno, fabri fibra, rkomi & carolina marquez;Saluti (feat. Guè Pequeno, Fabri Fibra, Rkomi & Carolina Marquez);['Night Skinny', 'Guè Pequeno', 'Fabri Fibra', 'Rkomi', 'Carolina Marquez']
6zbNaPbHWsB6V3rNhn3dPx;mattoni;night skinny feat. noyz narcos, shiva, speranza, guè pequeno;Mattoni (feat. Noyz Narcos, Shiva, Speranza, Guè Pequeno, Achille Lauro, Geolier, Lazza, Ernia, Side Baby & Taxi B);['Night Skinny', 'Noyz Narcos', 'Shiva', 'Speranza', 'Guè Pequeno', 'Achille Lauro', 'Geolier', 'Lazza', 'Ernia', 'Side Baby', 'Taxi B']
35DgCphwTxRkI2jUec0mWA;prometto;night skinny feat. rkomi & luchè;Prometto (feat. Rkomi & Luchè);['Night Skinny', 'Rkomi', 'Luche']
5TwJedNtu62ApZfr2qsZUp;bad people;night skinny feat. noyz narcos & fabri fibra;Bad People (feat. Noyz Narcos & Fabri Fibra);['Night Skinny', 'Noyz Narcos', 'Fabri Fibra']
0w616hBg9NFBhAXD2MaBBB;fare chiasso;night skinny feat. quentin40 & rkomi;Fare Chiasso (feat. Quentin40 & Rkomi);['Night Skinny', 'Quentin40', 'Rkomi']
4f5tQVN35lq4xqcXEZhcP8;mille strade;night skinny feat. ketama126 & izi;Mille Strade (feat. Ketama126 & Izi);['Night Skinny', 'Ketama126', 'Izi']
6MS8k4z2YhIHXGVnfpqjTu;numero10;night skinny feat. ernia & quentin40;Numero10 (feat. Ernia & Quentin40);['Night Skinny', 'Ernia', 'Quentin40']
0ZJKwtAoFb0gaufgPBULpG;.rosso;night skinny feat. the madame & rkomi;.Rosso (feat. Madame & Rkomi);['Night Skinny', 'Madame', 'Rkomi']
6eZO8FD9v3QGcrt1JvnoUS;fumo 1etto;night skinny feat. side baby, shiva & fabri fibra;Fumo 1etto (feat. Side Baby, Shiva & Fabri Fibra);['Night Skinny', 'Side Baby', 'Shiva', 'Fabri Fibra']
6zegtH6XXd2PDPLvy1Y0n2;don't call me angel (charlie's angels);ariana grande, miley cyrus & lana del rey;Don’t Call Me Angel (Charlie’s Angels) (with Miley Cyrus & Lana Del Rey);['Ariana Grande', 'Miley Cyrus', 'Lana Del Rey']
3p21z81voH5jXTAPKR8bsU;0 like;night skinny feat. jake la furia;0 Like (feat. Jake La Furia);['Night Skinny', 'Jake La Furia']
5sw5ksk9jaYMQkIiBOjpBN;life style;night skinny feat. vale lambo, lele blade, coco & geolier;Life Style (feat. Vale Lambo, Lele Blade, CoCo & Geolier);['Night Skinny', 'Vale Lambo', 'Lele Blade', 'CoCo', 'Geolier']
6BpHQChMB6yzs8dm7GacaZ;twerk;mambolosco feat. boro boro;Twerk RMX (feat. ANNA);['MamboLosco', 'Boro Boro', 'ANNA']
6a2Xgy3nTIHI37bj5RIKqx;mc drive;mambolosco feat. shiva;Mc Drive (feat. Shiva);['MamboLosco', 'Shiva']
6ahXldp3LqIwbLGaxHdrxI;sciacqua la bocca;night skinny feat. chadia rodriguez;Sciacqua La Bocca (feat. Chadia Rodriguez);['Night Skinny', 'Chadia Rodriguez']
3Sxo7wGVygzEf9KKbXeN9r;il tuo profumo;fred de palma feat. sofia reyes;Il tuo profumo;['Enrico Musiani']
4Kw1tbZNDEJuIJZVKaMTwn;costa tanto;mambolosco feat. tony effe;Costa Tanto (feat. Tony Effe);['MamboLosco', 'Tony Effe']
34UHhwlly3SHryWuVfMOJm;fuori e dentro;gemitaiz & madman feat. tha supreme;Fuori E Dentro (feat. tha Supreme);['Gemitaiz', 'MadMan', 'tha Supreme']
2dSimaa1gqyr0U0il3gMmd;accetto miracoli;tiziano ferro;Accetto Miracoli;['Tiziano Ferro']
1ZvCmA26ymWI6XZK7bqf7j;esagono;gemitaiz & madman feat. salmo;Esagono;['Fungus']
1pwiK1qCAXDcYvaY0jIh6k;karate;gemitaiz & madman feat. mahmood;Karate;['Tenacious D']
0zlAKx6NDKKGWjWJE1AX1S;fiori;gemitaiz & madman feat. marracash & gué pequeno;Fiori (feat. Marracash & Guè Pequeno);['Gemitaiz', 'MadMan', 'Marracash', 'Guè Pequeno']
4hHbeIIKO5Y5uLyIEbY9Gn;come me;gemitaiz & madman;Come Fly With Me - Remastered;['Frank Sinatra']
3DbfA7QeS7vEhJrZlexEML;scatola nera;gemitaiz & madman feat. giorgia;La scatola nera degli applausi indotti;['Luca Aquino', 'Audun Erlien', 'Wetle Holte']
6d4R6L42MahmVSgVpPAGeD;che ore sono;gemitaiz & madman feat. venerus;Che ore sono;['Zibba', 'AlmaLibre']
1qMx707PFdFXdwLvcUTNz3;non avere paura;tommaso paradiso;Non Avere Paura;['Tommaso Paradiso']
48UPSzbZjgc449aqz8bxox;californication;gemitaiz & madman;Californication;['Red Hot Chili Peppers']
6ErfobBo6oe3hg7vBMzngW;un'altra notte;gemitaiz & madman feat. priestess;Un’altra notte;['Mondo Candido']
0RwiRXkfB9URjKRW3G24Cs;tutto ok;gemitaiz & madman;Tutto Ok;['Gemitaiz', 'MadMan']
2vj1hS3dxmll73NqBUlmhq;cos'è l'amore;don joe, ketama126 & franco126 feat. franco califano;Ma l’amore che cos’è;['Cecco E Cipo']
5jT6gl92pmDlKy9689oZSX;del verde;calcutta;Del verde;['Calcutta ']
5zGZt4xazXtNXhwEAnSWUV;al di là dell'amore;brunori sas;Al di là dell’amore;['Brunori Sas']
2b8fOow8UzyDFAE27YhOZM;memories;maroon 5;Memories;['Maroon 5']
0gFpaf1YGFOwFy5DZGYuzx;quanto freddo fa;nashley & giaime;Quanto freddo fa;['Nashley', 'Giaime']
4UG5UeSIutfWpISbYDYPp9;tutu;camilo & pedro capó;Tutu - Remix;['Camilo', 'Shakira', 'Pedro Capó']
6Ere3wTeBzgVavQpUs343p;settembre;gazzelle;Settembre;['Gazzelle']
6Z8Rgali179zMtmELIgSx2;ouver2re;lazza;Ouver2re;['Lazza']
60IM4rxr1JCAVQNrUQiyk2;polo nord;massimo pericolo feat. crookers & nic sarno;Polo Nord dell'Inaccessibilità;['Netherworld']
3tPVGKPBzitN2z3WMNU7YL;tutto apposto;philip feat. capo plaza;Tutto apposto (feat. Capo Plaza);['Philip', 'Capo Plaza']
23dNr2eFETtv7Ys2FUF1Y0;mi ritorni in mente;lucio battisti;Mi ritorni in mente;['Lucio Battisti']
5XAGVMePJNaXHcdRN578Xi;la canzone del sole;lucio battisti;La canzone del sole;['Lucio Battisti']
5odtVIhEujejNnxSJCgpCa;i giardini di marzo;lucio battisti;I giardini di marzo;['Lucio Battisti']
5WmB1D3G7lVIectVsfeMDe;29-set;lucio battisti;29 settembre;['Lucio Battisti']
79cdhngF1561jQ7SgqG1xG;un'avventura;lucio battisti;La vita è un’avventura;['Bar-tolomeo']
2g3wyAWIAvmjfZ8K6Jb4Zn;con il nastro rosa;lucio battisti;Con il nastro rosa;['Lucio Battisti']
4vO9dmzNRqDhFY3jD1a3P7;miss;massimo pericolo feat. crookers & nic sarno;Mississippi Queen;['Mountain']
4KilYheWwxakB1L43ECTeP;gigolò;lazza & sfera ebbasta feat. capo plaza;Gigolò (feat. Sfera Ebbasta & Capo Plaza);['Lazza', 'Sfera Ebbasta', 'Capo Plaza']
7wQ9SAdzNgJ7dR1mXQiYfF;duemila volte;marco mengoni;Duemila volte;['Marco Mengoni']
3eekarcy7kvN4yt5ZFzltW;highest in the room;travis scott;HIGHEST IN THE ROOM;['Travis Scott']
2PQuj6TMxl5hcgMG30e2Ij;non sto più in zona;shiva & pyrex;Non sto più in zona;['Shiva', 'Pyrex']
780Drm5O3LVEktpgca0IVr;yacht;geolier feat. luchè;Yacht (feat. Luchè);['Geolier', 'Luche']
02u0HfMJJHounSHHPGyjeY;million dollar;lazza feat. emis killa;Million Dollar (feat. Emis Killa);['Lazza', 'Emis Killa']
4JDmBiVDC19xUtTi4ohrEJ;dry (la mia ora);lazza;Dry (La Mia Ora);['Lazza']
6lWKO0d9288UeeOfVBTCo7;sale;benji & fede feat. shari;Sale (feat. Shari);['Benji & Fede', 'B3N', 'Federico Rossi', 'Shari']
2f9LCuUmf2kRQXgD3qrLu1;frio;lazza;Frio;['Lazza']
4j75zvgrlssFe9fkH3Fs2c;farmacia;frah quintale;Farmacia;['Frah Quintale']
3L1uLi5dUwHXyPr1qdFTOS;stringimi più forte;giordana angi;Stringimi Più Forte;['Giordana Angi']
4nWtDExgGzlOQwxmp5JjUT;rossetto;random;Rossetto;['Random']
0l7pYwaIi1tf02S8VADkAB;10,000 hours;dan + shay feat. justin bieber;10,000 Hours;['Mustard', 'Ella Mai']
3EQIkAelrWDtmSe7aM86BL;los angeles;the kolors feat. gué pequeno;Los Angeles (feat. Guè Pequeno);['The Kolors', 'Guè Pequeno']
5IiOLKuBJdOQ4swHdD1rVn;limousine;enzo d.o.n.g. feat. tedua & chris nolan;Long Black Limousine;['Elvis Presley']
0gbLfFlEyVHiKzlZIb0gce;come mai;fabri fibra & franco126;How Far We've Come;['Matchbox Twenty']
5aJEh9Oqdz7PRLKTpH25pB;lights up;harry styles;Lights Up;['Harry Styles']
6DAq883B9cip8V5RXC5rKU;non dormo mai;mecna & sick luke feat. luchè, tedua & generic animal;Non Dormo Mai (feat. Luchè, Tedua & Generic Animal);['Mecna', 'Sick Luke', 'Luche', 'Tedua', 'Generic Animal']
